year_of_birth,height,weight,scars,colour,year_of_discovery,number_of_lost_teeth,life_length,BMI
-229,56.64083917552813,15.023024601173075,11,blue,1791,33,1684.0975155108474,5.600484316976007
365,37.820058160415336,11.867803745070685,5,red,1791,34,1502.9686552952126,9.923240940952788
-25,51.69613406298256,13.202467945063352,14,red,1791,38,1943.3914415909567,5.908354610100965
1599,51.71173672894922,14.969229470283928,9,red,1791,40,1742.7715133034933,6.694971980077879
-1589,56.01161580948391,16.1156762623976,4,blue,1791,15,1089.3742290305488,6.1435570735943665
-1307,52.39628934008009,14.604121038191685,2,blue,1791,20,1046.5870017694747,6.3621210129807535
1666,33.07747405198662,10.407419790459176,28,red,1791,8,1885.6740725465806,11.376429055497013
-1744,41.81845331296374,12.332290597436874,21,red,1791,30,2047.9438044063845,8.434034689522576
682,42.1333232455208,11.656670427516024,16,blue,1791,16,1456.2237156379454,7.853272232083318
788,49.17149474370294,12.641195290468168,46,green,1791,12,2586.6872728295402,6.253006570855172
-1031,60.21282220822914,15.460171072290201,7,red,1791,40,1669.2249984411249,5.099926226875686
-1353,52.87004356835407,13.559066671422675,2,blue,1791,21,1086.465848076824,5.801469653341243
-639,59.004920572040994,15.169058799743285,8,red,1791,15,1210.6516610641092,5.210864015838112
-1212,56.10271892979315,15.742659276974054,9,green,1791,8,1106.0889666799897,5.981882015167585
1766,51.513295389938364,14.176833051271453,1,red,1791,15,930.4299375594167,6.38951837899237
-974,49.05900767574682,14.076944312319517,5,red,1792,3,864.5768712427248,6.995172666824583
1296,46.09693009245669,12.517948420274655,19,red,1792,28,1810.5069020136866,7.045579431557008
188,49.357347533488415,12.944759924060142,7,green,1792,9,1050.907008684502,6.355034905299271
-73,51.58134422190725,13.00031936615765,2,blue,1792,19,1102.1931754591535,5.8438125264950385
363,45.70103712639149,11.486546359501551,2,blue,1792,9,911.8687446514118,6.577561585716398
545,64.36812493737725,17.248813064864848,21,green,1792,1,1322.9521574255914,4.9790336841365725
629,43.75271305044748,11.455875345353292,19,blue,1792,17,1623.4619763692463,7.157244739917157
968,39.309719275280806,10.002573906693115,6,blue,1792,33,1399.4486297236663,7.741755466352704
1117,52.13699635989708,14.559390492019183,5,green,1792,15,989.1496847871648,6.405879194314202
-1796,51.147577992937094,12.847692522138413,10,blue,1792,20,1385.85104859262,5.873575464614992
-720,48.697814720635655,13.263340647977067,4,red,1792,17,1090.1299760119173,6.689005347737532
600,52.402124987321,13.181126673091676,1,red,1792,15,888.0551211719685,5.740930662729976
-219,53.24930882161508,15.998490211628141,13,blue,1792,27,1690.4635560271795,6.74805502379848
-283,41.603592422098956,11.686984180490645,9,blue,1792,29,1490.9642737956538,8.07548017436256
-928,61.521477309582664,17.751842321135246,1,blue,1792,9,856.6111523986298,5.609413891862901
-1395,53.692648942704125,14.885986472193604,7,red,1792,7,996.8123520863819,6.175548319599246
-544,50.9684561722568,14.257016849152226,35,red,1792,37,2754.3141479646247,6.563768720593537
1477,36.99493113428491,11.712547745897087,15,red,1792,29,1690.4080105986332,10.235156628851655
-633,53.51942638382819,14.705231089290459,6,red,1792,38,1632.6087485997803,6.140115192270489
710,54.0494667815191,14.14829777046473,12,green,1793,3,1029.332297333347,5.792271751596207
202,51.687419027345406,13.4621294262526,3,red,1793,1,751.6740760794921,6.0265898212515925
-1305,60.29884736916532,15.682108614888316,3,red,1793,25,1260.837716922438,5.158387953828804
-506,46.28005581225278,13.028553077557415,25,blue,1793,16,1902.8128575266173,7.275050356582114
-1276,48.358040379992424,14.071316935661683,13,red,1793,9,1291.191448995368,7.196559544155867
-1195,44.36568239514649,11.191096182905437,10,blue,1793,27,1503.844118544234,6.799952231255002
-484,51.917726557137435,14.167927649620353,14,blue,1793,24,1651.1369360435904,6.286407971109912
639,40.59098729701174,10.282797545253816,17,red,1793,19,1596.8862286629453,7.464137322328249
762,55.2995673047733,16.4784989579806,2,green,1793,21,1028.182031242804,6.444685783609103
-873,49.44778977294938,12.88859462122787,21,red,1793,29,2058.6234239533214,6.304336138785348
1296,38.83283581372774,11.790380991339513,2,red,1793,6,712.238225929977,9.350981355642345
1455,58.10039738174479,14.643517489824822,1,red,1793,8,663.09828259106,5.188176830808454
-795,44.22856896614858,13.30022315356901,13,green,1793,15,1385.3474920239596,8.13168819093759
848,42.55898299743711,10.817000279087512,2,red,1793,5,686.60525098725725,7.14252753645799
-229,50.57766774340686,13.65946608576741,6,green,1793,35,1545.781100925513,6.386217288997014
-1514,54.04607077966545,18.346213112098283,26,green,1793,24,2091.4295686436158,7.511829949333079
-1531,48.8764780018871,12.70124599347872,2,blue,1793,21,1087.8613535673467,6.3587841886296825
132,36.93820217701617,9.715168157785692,0,blue,1793,8,762.4107856565139,8.515818159903825
-266,50.90395029295915,13.222079768862411,11,red,1793,37,1793.8104581536418,6.102732947525101
-403,46.02435941556512,11.817695435439346,5,red,1793,25,1330.9494449734477,6.672442705892498
73,53.42663368136225,14.351404832449115,5,blue,1793,32,1444.09949995771,6.013209831277484
1655,53.98348893906346,14.983877029725933,5,green,1793,33,1445.1134949723753,6.149359262777133
481,51.0656053764867,12.943669564861706,13,blue,1793,29,1681.2133484700664,5.936466386693791
457,55.83774850314104,14.485935516146927,14,green,1793,8,1311.9147941045956,5.5567174765929295
178,48.35404835186171,12.859082469467948,4,green,1793,13,1023.9414487114251,6.577666739336253
-505,54.31377846267087,14.406358247310786,5,red,1793,30,1404.4810253986086,5.840657537517903
514,47.04449466009748,12.507908023267728,7,red,1793,15,1082.8491727107403,6.7591895957023995
-1196,46.190013275529765,12.755892518179285,27,green,1793,8,1847.233363379373,7.150596010962163
1492,62.20597472548849,17.67688988635843,3,blue,1793,19,1011.3572265635463,5.463478302643497
351,70.10001232076252,18.52482841805033,6,blue,1793,32,1507.2287585235035,4.508640114555962
158,48.74532613001226,12.623696966635581,5,blue,1794,32,1443.3037468740633,6.3540139675451295
-632,40.495505858856696,10.76392102350748,1,red,1794,8,824.5509591786,7.85026669194347
1127,51.665846950488636,13.424516879283475,7,red,1794,31,1411.3334333588164,6.01477137635243
-1584,54.53703911021483,14.440485131363612,5,green,1794,29,1386.9496687374171,5.806657860358412
703,47.386356656187296,12.12793309705576,13,blue,1794,7,1157.7474771494205,6.459631148726384
126,56.70928432672068,16.99965454162086,1,blue,1794,16,947.0898974242616,6.32207040739158
-1555,36.042536205154065,9.027765288136006,0,red,1794,39,1373.0567174128232,8.311456530669252
-6,47.75522325675704,13.284972043954092,6,red,1794,10,1040.42835400793,6.967010267793172
508,56.94093788927935,14.89593126427045,1,red,1794,24,1058.3645216037762,5.494725387519798
1480,51.047445558782584,12.943067905168666,20,red,1794,13,1529.6093147005033,5.9404147207425835
481,54.48294015797398,15.292870230447727,5,red,1794,15,1105.3570271696246,6.161628303987418
-1430,55.98084647670763,14.623886059728457,2,red,1794,35,1393.8907835578016,5.580992485088687
763,43.35754813405474,11.11104712952574,8,red,1794,21,1232.6285672341994,7.068920951148246
-1100,55.27766447484387,13.891609034426244,16,red,1794,37,1979.3631139476888,5.437268083178624
-1166,56.55111778597809,14.183465903400093,7,blue,1794,29,1457.8452805071558,5.304293504460914
-809,37.93323539833955,9.698285835989395,1,red,1794,1,627.7468340456612,8.060885882262582
1444,53.415956431966656,13.7933713104493,25,red,1794,14,1777.2084940064449,5.78170560825637
-1474,47.95747938045992,13.31863083323394,4,red,1794,22,1197.1200105254811,6.925871810543331
742,64.10664473751537,16.586562794395665,3,green,1794,19,1003.431357049418,4.827006330337992
-184,53.670854304439636,14.889383842266726,3,red,1794,0,725.3880906106286,6.18197543213464
-905,43.187751189979195,14.300514927113317,45,green,1794,4,2491.4757387808945,9.169761910183823
-1076,37.768260165828515,11.167684675986505,10,blue,1794,32,1665.7237772272251,9.363468419746377
1621,52.16284109237341,13.901745408625983,10,red,1794,24,1477.1574329940947,6.110467250543154
298,45.31932061101661,13.006627557555426,4,blue,1795,22,1227.3510400460118,7.57400327154034
-1763,58.27498675877326,15.354305725488956,1,black,1795,4,703.0958270392806,5.407460826722641
1396,42.75294601560343,11.057808369218801,22,red,1795,29,1958.8280396469377,7.235433091042344
1473,64.36536231139023,18.3458616270555,2,red,1795,19,945.539729745324,5.296161772969022
16,49.002968945453766,12.505733714094557,6,red,1795,10,1035.7466888031524,6.228621711749557
334,32.3042943803223,8.45373193429788,6,blue,1795,36,1564.7808402875753,9.688477145265175
1497,53.24475503709129,13.988554333792903,5,red,1795,14,953.1466219107238,5.90128694900379
1760,52.201630495520796,13.161254759623336,20,red,1795,10,1608.3391515412152,5.776392887225926
-931,59.38349363654136,15.066903831156043,8,blue,1795,15,1231.1332540259034,5.1099905011947255
1428,44.13438346860448,11.726346508295933,24,red,1795,38,2212.203331523956,7.200060740749103
1279,49.14726555274983,12.427985801646013,50,red,1795,13,2753.649823090245,6.15360470156272
-1252,49.814833583995394,14.686518060554375,1,blue,1795,17,991.4606306165547,7.078301236595035
834,60.517718022340404,15.587610330345449,19,black,1795,11,1481.3825020053046,5.090284062824318
591,33.22500162572974,11.192063717006777,12,red,1795,30,1587.8213074986004,12.125725078893403
-863,43.09265489048086,12.29549901450642,30,red,1795,31,2396.9920036354956,7.91894309079471
-186,42.472635994633485,13.33970338907664,13,blue,1795,21,1540.126412616377,8.844133857602879
1797,59.4387323020609,15.129869243191227,11,red,1795,17,1397.1431496315165,5.121812354326268
568,50.882469342801706,15.11134201875485,0,blue,1796,39,1277.0809544870053,6.980623921759788
-797,37.6011698937808,9.941349622393512,76,red,1796,15,3952.702860415571,8.40950044516554
870,43.514928322181376,11.449520175319233,24,green,1796,26,1990.3727617762459,7.231665121658592
-823,48.97939108080971,12.728660326759034,6,red,1796,27,1367.8293178165738,6.3457579013279615
1386,37.68916125458992,10.22053017056386,4,blue,1796,5,767.7716798157567,8.605340205928236
999,46.316165582362984,14.730585139331115,3,blue,1796,6,716.1935405879216,8.212632095711612
-902,43.11615629386439,12.65228328445977,2,red,1796,12,951.2877777781173,8.139849915267455
-753,70.52478732901024,18.978241928779312,29,red,1796,27,2336.521026894343,4.5635201599853294
827,45.90855630923264,14.009313800404984,6,blue,1796,37,1479.9533201092192,7.949817469118951
-959,59.613787677869766,15.00773596243737,1,red,1796,33,1274.8466456297706,5.050673711388916
-724,39.95046181361348,11.356596281102686,2,blue,1796,33,1367.8856517221761,8.510050641318195
440,38.78894233314067,9.829524531917944,5,red,1796,2,818.2916883607114,7.813474526668221
161,48.686063561527504,12.447968065093248,5,red,1796,39,1590.792361385225,6.280825205642921
255,43.44235883792983,14.323012728425578,10,blue,1796,5,1107.8068973911236,9.076849735964842
-1640,40.12558475413464,10.269715402501431,7,blue,1796,22,1335.72866521024,7.628571564215305
108,49.32351265487133,12.401099095322083,5,green,1796,7,933.050526514242,6.096488333895714
1539,43.98928293187065,12.506421954221558,1,blue,1796,24,1136.92244062727,7.729775439526635
1005,48.88521265318985,12.63556363211791,12,blue,1796,8,1157.1823002767137,6.323640422780397
-1506,51.27812660269177,13.836549721530707,12,green,1797,4,1157.647681599583,6.293483135303727
-263,45.261343425024464,11.411510682635981,17,green,1797,20,1714.1333270423568,6.66217176784062
1747,47.887967772684384,12.319581884866428,17,red,1797,27,1856.2630372718686,6.424964306280422
647,62.00147242424347,16.190207422592884,6,blue,1797,12,968.7149731016221,5.037046630339048
-252,46.47657389275471,11.869281102978054,10,red,1797,7,1141.5347700623279,6.571791392296201
-112,56.62285526135807,14.241368253160852,1,red,1797,10,845.7992693407492,5.312460955834183
769,52.4632726449828,13.49584218142122,3,red,1797,28,1154.9049111097142,5.864308375987825
1373,57.38106540395862,16.548001261692566,8,red,1797,22,1254.2713785002447,6.010850069387991
1031,45.891213141428196,11.52175564441287,12,blue,1797,6,1097.091790640976,6.543154100037047
-1484,47.08277032450849,11.915931076558962,3,blue,1797,31,1338.726983295781,6.428823914649499
1024,59.09447209660416,15.425918129581225,6,green,1797,15,1030.4010820358505,5.283051844521723
-223,49.1293117915785,12.353835926274952,8,red,1797,29,1497.6102651517706,6.12136157771184
967,50.917261915435795,14.346151185705596,13,blue,1797,21,1444.416289668093,6.618093306099722
145,48.30412762589529,14.790699194934293,1,red,1797,22,1040.0071699936532,7.58137159302892
-345,52.7540327525678,14.377130746589383,11,red,1797,8,1165.2353784327076,6.178576926094253
1406,59.21150413728412,15.474990429857513,25,blue,1797,3,1555.3569749820788,5.278928348511556
-412,56.64571785896897,14.969311885730425,23,red,1797,22,1957.5250891874696,5.579499364602638
1742,53.07908870362601,13.748007729390913,30,green,1797,16,2099.809402109471,5.836068985496751
832,36.137924591195244,10.535479693857393,7,blue,1797,2,856.2025114943028,9.648403665100943
931,53.2880285710841,15.99239192780542,25,blue,1798,35,2210.6316065620636,6.735683665576689
79,57.1968202312643,15.537045829449175,16,red,1798,18,1597.7036347079568,5.680051075352124
-697,48.3992619220324,12.222763216441138,1,red,1798,19,1033.849818580245,6.240501417378495
1100,37.11393170490121,12.006250347031926,15,green,1798,39,1903.2344164518624,10.424639167660205
-1446,39.65043100009969,10.666227669095155,8,red,1798,23,1371.0185932269617,8.114141738113267
1456,53.205713542863926,15.01244429740481,28,red,1798,24,2074.20093991955,6.342528544310863
1565,35.5480183986911,9.50647828844286,5,green,1798,14,1086.7426249193868,8.99738767065756
-536,49.023829645251254,12.26253863875539,18,green,1798,33,1987.005253107548,6.102299024687878
-1412,55.098181637100886,13.92195358362608,8,blue,1798,33,1576.1824579457611,5.484704245928899
774,55.554652383234256,15.073076991708826,7,red,1798,14,1026.3438018323375,5.841018930480002
-1336,39.330267073812664,11.343301062493094,39,blue,1798,20,2570.893928147442,8.77027543940282
211,59.60313631107391,14.991887515125129,9,blue,1798,33,1632.403702404574,5.047143520501617
-224,64.43933741505234,16.74883134881727,8,red,1798,27,1451.6737952486467,4.824029359267031
1026,51.8906151665441,13.148859802029824,7,green,1798,3,828.8379954698244,5.840338530740618
702,54.04434077532777,16.337410088688205,10,blue,1798,28,1460.3161243341697,6.689756777573609
-1634,63.9094267024852,17.43357262712901,6,blue,1798,13,1070.4457709877186,5.104863302342193
596,43.73108068487447,13.452896682407912,20,blue,1798,4,1406.8991061505442,8.413233694743827
-602,45.14610204341671,11.543181359904908,2,green,1798,6,769.2908161676668,6.773491132279117
727,40.46596004184101,10.12564027959202,15,green,1798,33,1748.5554987047417,7.395548052617178
-466,48.93206382285804,14.382852631783747,15,blue,1798,28,1765.4946065535746,7.184317694656112
-1719,56.37828438292432,14.974539744828972,3,green,1798,20,1083.7685128318908,5.634525337397409
-1894,50.004077028010244,13.274885735748299,14,green,1799,2,1226.1129597947593,6.349616937433601
744,47.219345300879034,13.817569929894718,28,red,1799,12,1835.142872108548,7.411725285656799
157,60.863518427493084,15.962290568660247,7,green,1799,27,1408.7635496400644,5.153575799854087
-311,58.01168213694973,15.72629555232864,23,green,1799,27,2075.0073704678416,5.5888580753923165
298,48.55845921821651,17.622242242641377,3,red,1799,15,1038.4394395874765,8.938382517213252
1733,35.03485967753047,9.69166559948474,19,red,1799,28,1951.0552574444512,9.443331191789673
-86,47.79149218325042,12.438396103802381,4,green,1799,31,1398.1836999674358,6.51314530106275
1510,53.342023182135975,16.171492670811062,1,green,1799,39,1418.7384264116183,6.797335495643172
1789,45.13296681396891,13.263071762026671,6,red,1799,35,1553.8162615919562,7.787246444176364
-159,41.74110524466282,10.457820278912084,2,green,1799,14,957.320207755256,7.178618114933138
